,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
85,Brenda's Italian Style Patties,16187,"This is very different from the traditional hamburger patty, but if your kids enjoy both burgers and pizza, then they'll love this. Mine certainly do! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1118146.jpg,12,606.6,7,3.7,17.2,1.9,4.2,43.6,0.3173,0.0037,0.0465,0.541,1.1719000000000002,"2 pounds ground beef #1 pound ground pork #1 ½ cups dried bread crumbs #2 eggs, beaten #1 cup chopped onion #1 cup chopped green bell pepper #1 ½ teaspoons salt #¼ teaspoon ground black pepper #2 teaspoons Italian-style seasoning #1 teaspoon dried sage #1 ½ teaspoons garlic powder #¾ cup pizza sauce #2 cups chopped stewed tomatoes #¼ cup chopped fresh mushrooms #¼ (2 ounce) can chopped black olives, drained #1 (8 ounce) package sliced pepperoni sausage #12 slices mozzarella cheese #½ cup shredded mozzarella cheese ",17.8,0.1638
86,Camp Chili,16188,"A favorite at hunting camp. This is a quick, one pot meal using ground beef, beans and rice. Serve with crushed red pepper flakes and hot pepper sauce on the side for individual tastes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1158662.jpg,12,636.7,19,4.0,53.9,14.2,2.5,32.7,0.127,0.0060999999999999995,0.0686,0.7537999999999999,0.8377,"3 pounds ground beef #3 onions, chopped #10 cloves garlic, minced #3 (15 ounce) cans pork and beans #3 (15 ounce) cans kidney beans #1 (14.5 ounce) can stewed tomatoes #3 tablespoons chili powder #1 (12 fluid ounce) can or bottle beer # salt and pepper to taste #3 cups uncooked rice ",13.0,0.1038
87,Cheeseburger Meatloaf,16189,"This meatloaf is extremely juicy, and the potential variety of different flavors is as big as your imagination. I've done American cheese with ketchup and mustard on top and served with dill pickle chips. Another one might be Swiss cheese and mushroom topping. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F233383.jpg,8,410,836,4.5,4.0,0.4,0.9,29.1,0.3312,0.0027,0.0316,0.31189999999999996,0.8112999999999999,"2 pounds ground beef #¾ cup fresh bread crumbs #½ cup minced onion #2 eggs, beaten #1 ½ teaspoons salt #1 ½ teaspoons ground black pepper #3 cups shredded Cheddar cheese ",14.7,0.16190000000000002
88,Bo Nuong Xa,16190,"Marinated lemon grass beef skewers that can be broiled or grilled. This is a traditional Vietnamese dish, best if dipped in Nuaoc Cham sauce. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2307718.jpg,6,204.2,33,4.4,5.7,1.0,1.9,11.1,0.052700000000000004,0.0036,0.038,0.4157,0.3477,"2 teaspoons white sugar #2 tablespoons soy sauce #1 teaspoon ground black pepper #2 cloves garlic, minced #2 stalks lemon grass, minced #2 teaspoons sesame seeds #1 ½ pounds sirloin tip, thinly sliced # skewers #12 leaves romaine lettuce # fresh cilantro for garnish # fresh basil for garnish # fresh mint for garnish # thinly sliced green onion for garnish ",4.2,0.0605
89,Carne Guisada I,16191,A traditional Tex-Mex dish featuring beef and gravy. Serve over mashed potatoes or in tacos or flour tortillas. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F269049.jpg,4,366.4,45,4.2,12.0,2.4,6.6,18.0,0.0583,0.0052,0.0633,1.0209,0.3142,"½ tablespoon shortening #1 ½ pounds cubed stew meat #1 onion, chopped #1 (14.5 ounce) can stewed tomatoes #2 fresh jalapeno chile peppers, seeded and diced #2 chopped tomatoes #½ teaspoon ground cumin #1 clove garlic, minced # salt and pepper to taste # water as needed ",7.0,0.1047
90,Honey Barbecue Sauce,16192,"Simple and sweet, this sauce is fantastic for ribs!! Makes enough to baste 3 to 4 pounds worth. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F215134.jpg,16,168.3,87,4.5,43.6,0.2,41.1,0.1,0.0373,0.0007,0.0175,0.1646,0.42360000000000003,1 cup honey #¼ cup molasses #3 tablespoons ketchup #⅛ teaspoon ground cinnamon #½ teaspoon paprika #⅛ teaspoon ground ginger #1 tablespoon seasoned salt #1 tablespoon meat tenderizer #⅛ teaspoon ground black pepper #¼ teaspoon salt #⅛ teaspoon dried oregano #¼ teaspoon minced garlic #¼ cup steak sauce #2 tablespoons Worcestershire sauce #1 tablespoon prepared mustard #1 ½ cups brown sugar ,0.0,0.0
91,Spring Salad,16193,"People are surprised when they taste this salad with the odd combination of ingredients, but it's a very very good salad. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F461429.jpg,8,540.4,102,4.8,28.9,3.7,20.5,44.8,0.07629999999999999,0.0015,0.0498,0.5684,0.5465,"12 slices bacon #2 heads fresh broccoli, florets only #1 cup chopped celery #½ cup chopped green onions #1 cup seedless green grapes #1 cup seedless red grapes #½ cup raisins #½ cup blanched slivered almonds #1 cup mayonnaise #1 tablespoon white wine vinegar #¼ cup white sugar ",9.9,0.039
92,Chimichurri Sauce for Steaks,16194,"This is a great Argentinean marinade or sauce. Use it on grilled meats, such as T-bone, porterhouse or skirt steak. The sauce is best if used immediately but will keep in the refrigerator for a couple of days. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1037985.jpg,8,189.9,85,4.6,2.2,0.4,0.3,20.3,0.0178,0.0007,0.0056,0.0702,0.2963,"1 bunch fresh parsley, chopped #8 cloves garlic, minced #¾ cup olive oil #¼ cup sherry wine vinegar #3 tablespoons lemon juice #1 teaspoon salt #½ teaspoon ground black pepper #½ teaspoon ground cayenne pepper ",2.8,0.0
93,Apricot Marinated Eye of Round Roast,16195,"The eye of round roast is a less tender cut of beef, but try this recipe for delicious results. It bakes in a robust sauce including apricots and cream. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5581886.jpg,12,270,12,4.1,19.2,0.4,12.3,12.4,0.0286,0.0016,0.0232,0.3554,0.38889999999999997,"1 cup water #2 cups beef broth #½ cup cider vinegar #1 cup apricot preserves #1 teaspoon salt #1 onion, chopped #1 carrot, chopped #1 ¼ teaspoons pickling spice #4 pounds eye of round roast # salt and pepper to taste #2 tablespoons vegetable oil #1 cup heavy cream ",5.9,0.0728
94,Daria's Slow Cooker Beef Stroganoff,16196,"This is a delicious stroganoff recipe. It's very easy and very tasty, using round steak along with mushrooms, onions, and chives. Try serving it over hot, buttered noodles. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9242907.jpg,6,402.9,775,4.3,11.5,1.3,2.3,26.8,0.1144,0.0035,0.037700000000000004,0.4635,0.6722,"1 ½ pounds top round steak, cut into strips # salt and pepper to taste #½ onion, chopped #1 (10.75 ounce) can condensed cream of mushroom soup #1 (8 ounce) can canned mushrooms #¼ cup water #1 tablespoon dried chives #1 clove garlic, minced #1 teaspoon Worcestershire sauce #1 cube beef bouillon #¼ cup white wine #1 tablespoon all-purpose flour #1 (16 ounce) container sour cream #½ cup chopped fresh parsley ",13.5,0.0938
95,Potato Donut Holes,16197,These delicious treats are best eaten when fresh and hot. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3236705.jpg,48,132.4,7,3.5,22.9,0.7,8.8,3.6,0.0341,0.0008,0.0074,0.08070000000000001,0.15380000000000002,"4 potatoes, peeled #⅓ cup margarine, melted #2 cups white sugar #3 eggs #1 cup buttermilk #1 teaspoon vanilla extract #5 ½ cups all-purpose flour #4 teaspoons baking powder #1 ½ teaspoons baking soda #1 teaspoon salt #1 quart vegetable oil for frying ",0.6,0.011800000000000001
96,Cherry Chicken Lettuce Wraps,16198,Crisp lettuce leaves make a crunchy and refreshing wrapper for the teriyaki chicken mixture. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1305276.jpg,6,297.1,206,4.3,22.8,4.1,17.2,12.7,0.0638,0.0017,0.0562,0.5635,0.1288,"2 tablespoons canola oil, divided #1 ¼ pounds skinless, boneless chicken breast halves, cut into bite-size pieces #1 tablespoon minced fresh ginger root #2 tablespoons rice vinegar #2 tablespoons teriyaki sauce #1 tablespoon honey #1 pound dark sweet cherries, pitted and halved #1 ½ cups shredded carrots #½ cup chopped green onion #⅓ cup toasted and sliced almonds #12 lettuce leaves ",1.7,0.0576
97,Fabulous Spinach Salad,16199,"This salad is hearty enough to be used as a main entree, or it makes a great side dish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F570038.jpg,4,304.1,19,4.3,14.9,4.6,8.1,23.8,0.1333,0.004,0.09620000000000001,1.0755,0.306,"1 bunch fresh spinach - torn, washed and dried #10 fresh mushrooms, sliced #1 onion, thinly sliced #4 eggs #4 tomatoes, chopped # sea salt to taste #⅓ cup olive oil #⅛ cup rice wine vinegar ",4.2,0.186
