,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients,dietary fiber
85,Pumpkin Cheese Bread I,17285,A quick and easy quick bread to make. Very moist and tasty as well. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3134152.jpg,15,421,49,4.6,60.0,34.3,17.6,5.4,0.066,0.047299999999999995,0.0023,0.0324,0.1913,0.6127,"2 ½ cups white sugar #1 (8 ounce) package cream cheese #½ cup margarine, softened #4 eggs #1 (15 ounce) can canned pumpkin puree #3 ½ cups all-purpose flour #2 teaspoons baking soda #1 teaspoon salt #1 teaspoon ground cinnamon #½ teaspoon baking powder #¼ teaspoon ground cloves #1 cup chopped nuts ",2.0
86,Lamb for Lovers,17286,"This is a rack of lamb dish with rosemary and mint demi-glace. Serve with oven roasted red potatoes and sauteed green beans amandine. Perfect for Valentine's Day! Buy a seven bone rack of lamb, and have the butcher trim the fat cap and in between the bones for you, and save these trimmings for roasting. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11939.jpg,4,1245.9,9,3.8,68.4,52.2,79.4,28.1,0.1918,0.10959999999999999,0.0047,0.0717,1.0278,0.4219,"2 tablespoons olive oil #2 (7 bone) racks of lamb, trimmed, fat reserved # salt and pepper to taste #4 cloves garlic, minced #1 large onion, diced #4 carrots, diced #1 cup celery tops #1 cup port wine #1 cup red wine #1 (14.5 ounce) can low-sodium chicken broth #5 sprigs fresh spearmint #3 sprigs fresh rosemary #1 cup mint apple jelly #2 tablespoons olive oil # salt and pepper to taste #1 tablespoon garlic, minced #¼ cup panko bread crumbs #2 tablespoons olive oil #4 sprigs fresh mint ",3.2
87,Cranberry Sunflower Bread,17287,"Delicious light brown bread loaded with fresh, natural ingredients. You can serve this bread to your vegetarian or naturalist friends with no guilt at all! Great toasted for breakfast, with a luncheon salad, or just to snack! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F948927.jpg,30,61,4,3.8,8.6,5.6,2.8,0.7,0.0124,0.009300000000000001,0.0004,0.011300000000000001,0.06509999999999999,0.16119999999999998,".666 cup dried cranberries #2 cups hot water #2 (.25 ounce) packages active dry yeast #¼ cup honey #¼ cup molasses #1 cup warm water (110 degrees F) #1 cup rolled oats #2 eggs, beaten #2 teaspoons salt #⅓ cup shortening #6 cups bread flour #⅓ cup roasted sunflower seeds ",0.5
88,Roomali Roti,17288,A tender and delicious flatbread from Central India. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5062814.jpg,6,40.5,61,4.3,0.0,0.0,4.6,0.6,0.0,0.0002,0.0,0.0,0.0001,0.3876,2 cups bread flour #1 teaspoon salt #2 tablespoons vegetable oil #⅔ cup water ,0.0
89,Chocolate Zucchini Bread I,17289,A moist scrumptious bread with chocolate and spices that even the kids will love. It's a great way to use up all of those extra zucchinis in your garden! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9397505.jpg,20,278,871,4.8,34.9,23.8,15.2,3.7,0.027899999999999998,0.014,0.0015,0.0223,0.1034,0.1926,2 (1 ounce) squares unsweetened chocolate #3 eggs #2 cups white sugar #1 cup vegetable oil #2 cups grated zucchini #1 teaspoon vanilla extract #2 cups all-purpose flour #1 teaspoon baking soda #1 teaspoon salt #1 teaspoon ground cinnamon #¾ cup semisweet chocolate chips ,1.4
90,Italian Bread Baked on a Pizza Stone,17290,Delicious Italian bread made in the bread machine and then baked on a pizza stone. Wonderful! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4499944.jpg,20,93,92,4.5,16.3,0.7,1.6,0.3,0.009300000000000001,0.0054,0.001,0.0068,0.034,0.179,3 cups unbleached flour #1 tablespoon light brown sugar #1 ⅓ cups warm water (110 degrees F/45 degrees C) #1 ½ teaspoons salt #1 ½ tablespoons olive oil #1 (.25 ounce) package active dry yeast #1 egg #1 tablespoon water #2 tablespoons cornmeal ,0.6
91,"White Chocolate, Chocolate Cookies",17291,The reverse Chocolate Chip cookie. Rich dark chocolate with white chocolate chips. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2610367.jpg,36,173.4,533,4.5,22.0,15.7,9.4,5.7,0.026,0.039799999999999995,0.0008,0.0171,0.0635,0.0871,1 cup unsalted butter #1 cup white sugar #¾ cup packed brown sugar #2 eggs #1 ¼ cups unsweetened cocoa powder #1 ¾ cups all-purpose flour #2 teaspoons baking soda #2 cups white chocolate chips ,1.2
92,Cornbread Muffins I,17292,These muffins are very similar to the ones found in a famous down-home cooking restaurant. They're so simple to make and taste great because they have real pieces of corn as well as corn meal. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4807.jpg,12,242.9,509,4.6,37.4,17.9,9.2,5.3,0.0521,0.0337,0.0012,0.0175,0.0928,0.1911,"½ cup butter, softened #⅔ cup white sugar #¼ cup honey #2 eggs #½ teaspoon salt #1 ½ cups all-purpose flour #¾ cup cornmeal #½ teaspoon baking powder #½ cup milk #¾ cup frozen corn kernels, thawed ",1.2
93,Hawaiian Bread III,17293,Simple to make and very yummy for the tummy! A very fruity and tasty recipe! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F735860.jpg,12,524,43,4.5,77.6,42.2,21.4,4.4,0.062,0.07659999999999999,0.0027,0.031,0.2174,0.5692,"1 cup margarine, softened #2 cups white sugar #4 eggs #1 cup mashed banana #1 (15 ounce) can crushed pineapple with juice #4 cups all-purpose flour #1 teaspoon baking soda #2 teaspoons baking powder #¾ teaspoon salt #½ cup flaked coconut #½ cup chopped walnuts ",2.5
94,Sugar Pie I,17294,This is a dense lemon-flavored custard-type pie. ,0,8,458.1,4,3.4,67.7,50.2,21.0,9.8,0.1003,0.041299999999999996,0.0014,0.0112,0.1067,0.2261,"½ cup butter, softened #2 cups white sugar #¼ cup all-purpose flour #3 eggs #3 lemons, juiced #1 unbaked 9 inch pie crust ",2.8
95,Baked Caramel-Apple French Toast,17295,Baked French toast with apples and caramel sauce. The consistency of the finished recipe will be similar to bread pudding! A glass baking pan will help prevent the toast from sticking. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8561027.jpg,12,361,109,4.5,57.3,32.5,10.9,2.3,0.0938,0.0965,0.0021000000000000003,0.023399999999999997,0.2382,0.3851,"1 (1 pound) loaf French bread, sliced #6 eggs #1 ½ cups skim milk #⅓ cup white sugar #1 tablespoon vanilla extract #6 apple - peeled, cored and sliced #1 ½ teaspoons ground cinnamon #½ teaspoon ground nutmeg #2 tablespoons white sugar #½ cup white sugar #¼ cup all-purpose flour #½ cup margarine, melted #½ cup brown sugar #½ cup skim milk #2 teaspoons vanilla extract ",2.8
96,Chocolate Rhapsody,17296,This dessert will be music to your taste buds. A thin layer of chocolate separates luscious raspberry mousse and yellow sponge cake. A second layer on top finishes this masterpiece. Garnish with whipped cream and fresh raspberries. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F980324.jpg,12,573.2,10,4.5,57.7,47.1,37.7,23.2,0.1022,0.1031,0.0007,0.011800000000000001,0.1974,0.1467,"⅔ cup all-purpose flour #½ teaspoon baking powder #¼ teaspoon salt #6 tablespoons butter or margarine, softened #½ cup granulated sugar #1 large egg #1 teaspoon vanilla extract #¼ cup milk #1 (12 ounce) package NESTLE® TOLL HOUSE® Semi-Sweet Chocolate Morsels #¾ cup heavy whipping cream #⅓ cup granulated sugar #2 tablespoons water #1 teaspoon cornstarch #2 cups frozen raspberries, thawed #1 (6 ounce) box NESTLE® TOLL HOUSE® Premier White Baking Chocolate #1 ¾ cups heavy whipping cream, divided #1 teaspoon vanilla extract # Sweetened whipped cream (optional) # Fresh raspberries (optional) ",4.0
97,From-Scratch Corned Beef and Cabbage,17297,This is a great way to learn how to corn your own beef. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F02%2F18%2F17297-corned-beef-and-cabbage-mfs-38.jpg,15,876.6,34,4.1,27.9,4.9,64.5,25.9,0.1766,0.0869,0.0053,0.0859,1.3215,12.321299999999999,"1 pound kosher salt #2 gallons water, divided #8 pounds beef brisket #6 bay leaves #8 black peppercorns #1 onion, chopped #1 medium head cabbage, quartered #1 pound carrots, sliced #1 turnip, chopped #1 teaspoon chopped fresh cilantro #8 potatoes - peeled and cubed ",5.3
98,Orange Juice Tzimmes,17298,"Stewed carrots and prunes, sweetened with sugar and orange juice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9390472.jpg,6,255.4,12,4.2,46.8,34.8,8.2,4.9,0.020399999999999998,0.0581,0.0012,0.0337,0.6872999999999999,0.12279999999999999,"8 large carrots #1 cup prunes #2 cups orange juice #⅓ cup white sugar #4 tablespoons butter, melted #1 teaspoon grated lemon zest #½ teaspoon grated fresh ginger root ",4.9
99,Gravy Stuffing Chicken Bake,17299,"A whole pre-cooked chicken baked with turkey gravy, chicken gravy, corn, carrots and stuffing. Down home good eatin', and only takes 1/2 hour to make! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F552595.jpg,8,469.5,37,4.4,33.5,4.7,22.8,5.6,0.0886,0.0598,0.0029,0.0465,0.5105,1.1799000000000002,"1 (3 pound) roasted chicken #1 (15 ounce) can corn #1 (16 ounce) can sliced carrots, drained (Optional)#1 (12 ounce) jar chicken gravy #1 (12 ounce) jar turkey gravy #3 cups prepared stuffing ",4.4
