,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
87,Grandpa Gunn's Raw Veggie Dip,24588,"This recipe will guarantee they eat their raw veggies! It is SO great! My grandpa 'invented' it years ago and we have been making it since! Anywhere I take it people want the 'secret' recipe!!! It's actually a simple blend of mayonnaise, sour cream and seasonings. It is best chilled overnight to bring out the flavor!! ENJOY! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3979440.jpg,12,154.1,41,3.9,1.4,0.1,0.4,16.6,0.015300000000000001,0.0002,0.0019,0.0281,0.1739,1 cup mayonnaise #½ cup sour cream #1 teaspoon dry Italian-style salad dressing mix #⅛ teaspoon curry powder #1 tablespoon dried minced onion flakes #1 tablespoon dried parsley #1 ½ teaspoons lemon juice #¼ teaspoon salt #½ teaspoon Worcestershire sauce ,3.4,0.0112
88,Mexican Dip,24589,"This easy hot cheese dip is a delicious, chunky accompaniment to tortilla chips. Try a mixture of ground beef and ground sausage for a yummy variation. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8124580.jpg,32,149.8,13,4.8,3.9,0.2,0.6,11.3,0.14709999999999998,0.0007,0.013300000000000001,0.18280000000000002,0.42919999999999997,"1 pound ground beef #1 (16 ounce) jar salsa #1 (10.75 ounce) can condensed cream of mushroom soup #2 pounds processed cheese food, cubed ",6.0,0.030199999999999998
89,Italian Torte,24590,"This is a wonderful mix of pesto, sun-dried tomatoes and cream cheese formed into an attractive torte-like dome. You can't go wrong with this recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F237578.jpg,32,124.3,53,4.6,2.5,0.5,1.1,10.7,0.13440000000000002,0.0007,0.012199999999999999,0.1411,0.2315,"3 ounces sun-dried tomatoes #2 (8 ounce) packages cream cheese, softened #1 clove garlic, minced #10 slices provolone cheese #8 ounces pesto ",5.5,0.023899999999999998
90,Gorgonzola Dip,24591,This is a great dip for veggies and chips. The distinctive flavors of Gorgonzola cheese and dill are blended into a smooth party favorite. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F867743.jpg,20,37.4,13,4.4,0.6,0.0,0.0,3.1,0.0434,0.0,0.0014,0.0176,0.0616,"1 cup low-fat mayonnaise #1 cup low-fat sour cream #4 ounces Gorgonzola cheese, crumbled #1 tablespoon chopped fresh dill #1 clove garlic, peeled # salt and pepper to taste #2 teaspoons unflavored gelatin ",1.9,0.0107
91,Infused Olive Oil,24592,Dip fresh hot bread into this easily prepared olive oil mixture. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F45158.jpg,16,239.3,13,3.7,0.1,0.1,0.0,27.0,0.0012,0.0009,0.0013,0.0040999999999999995,0.055600000000000004,2 cups olive oil #1 teaspoon coarsely ground black pepper #1 tablespoon chopped fresh basil #½ teaspoon coarse sea salt #1 pinch crushed red pepper ,3.7,0.0
92,Spicy Seafood Shell Appetizers,24593,"These shells stuffed with a spicy, cheesy seafood mixture are extremely fast, easy and very tasty. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F786060.jpg,18,218.5,66,4.4,5.6,0.1,0.5,18.6,0.0885,0.0004,0.009699999999999999,0.0679,0.2362,"1 ½ cups mayonnaise #⅔ cup grated Parmesan cheese #⅔ cup shredded Swiss cheese #⅓ cup chopped onion #2 teaspoons Worcestershire sauce #10 drops hot pepper sauce #1 (4 ounce) can small shrimp, drained #1 (6 ounce) can crabmeat, drained and flaked #2 (2.1 ounce) packages mini phyllo tart shells # paprika ",3.6,0.033
93,Horseradish Crab Dip,24594,"An absolutely delicious warm, creamy dip made with crab and horseradish for added flare! Enjoy with your favorite toasted bread or crackers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5346169.jpg,16,60,13,3.3,0.5,0.0,0.1,5.0,0.022699999999999998,0.0003,0.0052,0.0611,0.0828,"1 (6 ounce) can crabmeat, drained and flaked #1 (8 ounce) package cream cheese, softened #1 tablespoon prepared horseradish #1 teaspoon Worcestershire sauce ",3.1,0.0247
94,Marinated Mushrooms II,24595,"This recipe was handed down to me from my Grandma. Little mushrooms are marinated in a zesty mixture. They're great for buffet style gatherings. They keep well for a long time in the fridge, or you may can them in mason jars and store in cupboard. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3578.jpg,16,54.1,192,4.4,2.8,0.4,1.5,4.6,0.0063,0.0004,0.0036,0.11120000000000001,0.14809999999999998,"⅓ cup red wine vinegar #⅓ cup olive oil #1 small onion, thinly sliced #1 teaspoon salt #2 tablespoons dried parsley #1 teaspoon ground dry mustard #1 tablespoon brown sugar #2 cloves garlic, peeled and crushed #1 pound small fresh button mushrooms ",0.6,0.0
95,Sausage Pinwheels,24596,"My Mom discovered this sausage roll recipe years ago and it has been passed around many, many times. A sausage mixture is baked into a puff pastry roll and served as little appetizer bites. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970554.jpg,16,206.3,20,3.6,8.0,0.4,0.5,17.3,0.0105,0.0007,0.006900000000000001,0.0916,0.2318,"1 pound ground pork sausage #1 onion, finely chopped #2 stalks celery, finely chopped #1 tablespoon chopped fresh parsley # ground black pepper to taste #½ (17.5 ounce) package frozen puff pastry, thawed ",5.6,0.0193
96,Asian-Inspired Spinach Salad,24597,A spinach salad that makes everyone love spinach! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2298666.jpg,4,202.9,6,3.4,8.9,2.0,5.6,18.5,0.056799999999999996,0.0014,0.0423,0.3425,0.4828,"5 cups fresh spinach, rinsed and dried #1 cup bean sprouts #2 clementines, peeled and segmented #⅓ cup sliced fresh mushrooms #⅓ cup vegetable oil #2 tablespoons soy sauce #1 pinch garlic powder ",2.9,0.0
97,Jet Swirl Pizza Appetizers,24598,"Similar to meat-filled calzones, these cheesy little swirls were invented during football season. The name was inspired by our favorite team. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F179267.jpg,5,456,197,4.7,27.6,0.7,3.2,27.3,0.2695,0.0023,0.0189,0.18,1.4319000000000002,"1 (10 ounce) can refrigerated pizza crust dough #¼ pound Genoa salami, thinly sliced #¼ pound pepperoni sausage, sliced #¼ pound provolone cheese, sliced #½ cup shredded mozzarella cheese ",11.1,0.0699
98,Tangy Ginger Lime Salad Dressing,24599,"This tangy, nutty dressing is enlivened by sesame oil, chili oil, fresh ginger and lime juice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F837101.jpg,12,25.7,23,4.1,3.0,0.2,0.5,1.1,0.0074,0.0005,0.0086,0.056100000000000004,0.7088,1 cup reduced-sodium soy sauce #2 tablespoons minced garlic #2 tablespoons grated fresh ginger root #2 teaspoons sesame oil #1 teaspoon chili oil #⅓ cup fresh lime juice #¼ cup rice vinegar #¼ teaspoon onion powder ,0.2,0.0
