,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,calcium,iron,magnesium,potassium,sodium,ingredients,saturated fat,cholesterol
79,Home-Made Cream of Chicken Soup,13179,"A good, basic cream of chicken recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64322.jpg,5,265,33,3.9,16.9,0.2,14.2,11.8,0.2375,0.0009,0.0356,0.4342,0.3414,"4 cups milk #2 tablespoons all-purpose flour #2 tablespoons canola oil #2 tablespoons white sugar #2 cups finely chopped, cooked chicken meat #½ teaspoon salt #½ teaspoon ground black pepper #½ teaspoon garlic powder ",3.5,0.0576
80,Portuguese Chicken Soup II,13180,Elegant. Garnish with a slice of lemon and a mint leaf. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1095313.jpg,4,159,17,4.4,6.8,1.6,1.5,7.1,0.0578,0.0025,0.036899999999999995,0.3658,0.0632,"1 whole bone-in chicken breast, with skin #1 onion, cut into thin wedges #4 sprigs fresh parsley #½ teaspoon lemon zest #1 sprig fresh mint #6 cups chicken stock #⅓ cup thin egg noodles #2 tablespoons chopped fresh mint leaves # salt to taste #¼ teaspoon freshly ground white pepper ",2.0,0.049100000000000005
81,Chicken Stew with Pepper and Pineapple,13181,"This is a sweet and savory stew; it is best served over mounds of hot cooked rice, try basmati rice for best results. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F771707.jpg,4,249.2,36,3.5,28.6,4.6,18.6,2.0,0.0701,0.0017,0.0629,0.868,0.723,"1 pound skinless, boneless chicken breast halves - cut into cubes #4 cups carrots, cut into 1 inch pieces #½ cup chicken broth #1 tablespoon minced fresh ginger root #1 tablespoon packed brown sugar #2 tablespoons soy sauce #½ teaspoon ground allspice #½ teaspoon hot pepper sauce #1 tablespoon cornstarch #1 (8 ounce) can pineapple chunks, juice reserved #1 red bell pepper, diced ",0.5,0.0659
82,Stuffed Pepper Soup I,13182,This soup has the same ingredients that you use to stuff green peppers but the peppers are not actually stuffed. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1006801.jpg,10,384.3,278,4.6,22.2,2.2,11.0,24.4,0.0287,0.0034,0.0345,0.5241,1.4075,"2 pounds ground beef #1 green bell pepper, chopped #1 (29 ounce) can tomato sauce #1 (29 ounce) can diced tomatoes #2 cubes beef bouillon cube #¼ cup packed brown sugar #2 teaspoons salt #1 teaspoon ground black pepper #1 tablespoon soy sauce #2 cups cooked white rice ",9.9,0.0772
83,Restaurant-Style Zuppa Toscana,13183,Creamy sausage and potato soup. This recipe is very similar to the one served in a well known restaurant. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9406239.jpg,6,380.4,510,4.7,21.1,2.4,4.2,25.4,0.11,0.0022,0.041299999999999996,0.6098,1.904,"1 (16 ounce) package smoked sausage #2 potatoes, cut into 1/4-inch slices #¾ cup chopped onion #6 slices bacon #1 ½ teaspoons minced garlic #2 cups kale - washed, dried, and shredded #2 tablespoons chicken soup base #1 quart water #⅓ cup heavy whipping cream ",10.3,0.07790000000000001
84,Cream of Cauliflower Soup I,13184,Add the optional Swiss cheese for a cheesy soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6674599.jpg,12,256.1,95,4.6,10.3,1.7,3.6,18.9,0.24,0.0008,0.0259,0.2747,0.08070000000000001,"5 tablespoons unsalted butter #1 leek, chopped #1 onion, chopped #1 carrot, chopped #1 teaspoon dried tarragon #½ teaspoon dried thyme #¼ cup all-purpose flour #1 cup dry white wine #6 cups chicken stock # salt to taste #¼ teaspoon freshly ground white pepper #1 head cauliflower, broken into small florets #1 cup milk #1 cup heavy whipping cream #2 ½ cups shredded Swiss cheese (Optional)",11.9,0.062200000000000005
85,Chinese Spicy Hot And Sour Soup,13185,"This has lots of different flavors going on, and is a very special soup to serve your guests. The spicy hot comes from the white pepper, and the sour comes from the vinegar. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3423584.jpg,6,115.9,166,4.3,8.7,3.5,0.9,6.3,0.0915,0.0013,0.0254,0.1879,0.4651,"5 dried wood ear mushrooms #4 dried shiitake mushrooms #8 dried tiger lily buds #4 cups chicken stock #⅓ cup diced bamboo shoots #⅓ cup lean ground pork #1 teaspoon soy sauce #½ teaspoon white sugar #1 teaspoon salt #½ teaspoon ground white pepper #2 tablespoons red wine vinegar #2 tablespoons cornstarch #3 tablespoons water #½ (16 ounce) package firm tofu, cubed #1 egg, lightly beaten #1 teaspoon sesame oil #2 tablespoons thinly sliced green onion ",1.8,0.0414
86,Cream of Herb Soup,13186,This is a very creamy and savory soup. Serve in warm bowls with parsley garnish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F216629.jpg,8,126.6,27,4.5,5.3,0.6,1.4,9.8,0.0626,0.0011,0.014199999999999999,0.25680000000000003,0.6799,3 tablespoons butter #1 cup chopped green onions #1 cup chopped spinach #½ cup chopped fresh basil #½ cup chopped parsley #5 cups chicken broth #1 teaspoon white sugar #1 cup half-and-half cream # salt to taste # ground black pepper to taste #2 teaspoons butter #2 tablespoons all-purpose flour ,5.8,0.0253
87,Minestrone Soup I,13187,All the food groups are represented. Serve this hearty soup with lightly toasted bread to get every last drop. Recipe can be doubled. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F283528.jpg,6,292.3,392,4.7,41.1,7.2,5.3,9.6,0.193,0.004900000000000001,0.0767,0.8722000000000001,0.7659,"4 tablespoons margarine #¾ cup chopped onion #¼ cup chopped celery #½ cup chopped carrots #1 (19 ounce) can cannellini beans #½ cup shredded cabbage #1 (14.5 ounce) can stewed tomatoes #1 tablespoon tomato paste #1 ½ cups cubed potatoes #1 quart chicken broth #2 cloves garlic, minced #2 tablespoons dried parsley #1 teaspoon salt #½ cup elbow macaroni #½ cup grated Parmesan cheese ",2.5,0.005900000000000001
88,Pizza Soup I,13188,"Most people frown at the title, but love it once they taste it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7233503.jpg,4,469.8,41,4.1,17.4,2.9,9.7,35.1,0.2382,0.0040999999999999995,0.0474,0.7261,1.5735999999999999,"1 tablespoon vegetable oil #½ cup fresh sliced mushrooms #1 onion, chopped #¼ cup chopped green bell pepper #2 (14.5 ounce) cans stewed tomatoes #8 ounces sliced pepperoni sausage #1 cup beef stock #½ teaspoon dried basil #1 cup shredded mozzarella cheese ",12.6,0.0809
89,Beefy Lentil Vegetable Soup,13189,"A very tasty, hearty, easy to prepare soup that also freezes well. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F42603.jpg,7,385,103,4.5,38.8,15.8,9.4,14.0,0.0835,0.0052,0.0715,1.1722000000000001,1.262,"1 pound lean ground beef #1 ½ cups dry lentils, rinsed #1 cup chopped carrots #1 cup chopped onion #1 cup chopped celery #3 cups water #1 teaspoon salt # ground black pepper to taste #2 cubes beef bouillon cube #6 cups tomato-vegetable juice cocktail #1 (4.5 ounce) can mushrooms, drained #1 dash Worcestershire sauce ",5.5,0.0487
90,Cream Of Ginger Carrot Soup,13190,"This is a very delicate and yet flavorful soup, and is very healthy. ",0,4,328.9,7,3.0,38.3,2.3,29.1,11.2,0.1935,0.0007,0.0282,0.4607,1.0862,2 cups thinly sliced carrots #½ cup chopped onion #½ cup ginger liqueur #½ cup water #3 cubes chicken bouillon #4 tablespoons margarine #2 cups skim milk #2 tablespoons all-purpose flour #2 tablespoons white sugar #¼ teaspoon ground ginger #3 tablespoons chopped fresh parsley # salt to taste # ground black pepper to taste ,2.0,0.0029
91,Savory Shrimp Gumbo,13191,"This is a very savory gumbo from Louisiana, that is for those of you who like shrimp! Serve over long grain rice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4527384.jpg,8,211.8,29,3.4,9.7,2.3,3.5,8.6,0.11109999999999999,0.0027,0.0287,0.41969999999999996,0.6702,"2 tablespoons vegetable oil #2 tablespoons all-purpose flour #2 pounds medium shrimp, peeled and deveined #2 tablespoons vegetable oil #3 cups chopped okra #2 onions, chopped #1 (14.5 ounce) can diced tomatoes #2 quarts water #1 bay leaf #3 cloves garlic, minced #1 teaspoon salt #1 red bell pepper, chopped # ground black pepper to taste ",0.9,0.1794
92,Peruvian Lamb Soup,13192,Complicated but well worth the effort. Peruvian family recipe passed down since days of the Inca. ,0,8,112.6,1,3.0,16.7,3.0,3.8,3.6,0.0445,0.0008,0.024,0.4263,1.0619,"2 quarts water #1 pound lean lamb bones, neck or shank #1 bunch fresh cilantro #1 cup red bell pepper #1 onion, quartered #4 cloves garlic #2 tablespoons olive oil #1 cup dark beer #3 carrots, sliced #3 stalks celery, chopped #1 cup shredded banana squash #1 large cubed potatoes #1 cube chicken bouillon #1 tablespoon salt ",0.5,0.0001
93,Chinese Creamy Corn Soup,13193,A very tasty Asian style corn soup that has delighted many. Left over chicken or turkey may be used in the soup instead of fresh chicken. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3181613.jpg,6,135.6,14,3.9,16.1,0.9,2.8,1.7,0.014,0.0009,0.026,0.35,0.9597,"½ pound skinless, boneless chicken breast meat - finely chopped #1 tablespoon sherry #¼ teaspoon salt #2 egg whites #1 (14.75 ounce) can cream-style corn #4 cups chicken broth #2 teaspoons soy sauce #¼ cup water #2 tablespoons cornstarch #4 slices crisp cooked bacon, crumbled ",0.4,0.022
94,Spiced Beef Stew,13194,"This recipe is SO savory and SO beefy, it can be a meal in itself!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F214697.jpg,6,531.3,71,4.6,15.0,3.2,3.1,37.0,0.0471,0.004,0.047299999999999995,0.6381,0.5482,"¼ cup margarine #2 pounds cubed beef stew meat #¼ cup all-purpose flour #1 (14 ounce) can beef broth #1 cup beer #1 onion, sliced into thin rings #2 cloves garlic, minced #1 tablespoon packed brown sugar #1 teaspoon dried thyme #1 bay leaf #1 (15 ounce) can mixed vegetables, drained ",13.2,0.1013
95,Easy Cheesy Cream of Broccoli Soup,13195,This is a fast but delicious soup recipe for those who like broccoli soup but don't like the canned taste. I use light cheese and 98% fat-free soup to reduce the fat content of the soup. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1416738.jpg,3,331.1,84,4.5,24.9,2.2,13.7,15.9,0.5822,0.0017,0.015300000000000001,0.4731,1.9098,1 (10 ounce) package frozen chopped broccoli #1 (10.75 ounce) can condensed cream of mushroom soup #1 ¼ cups milk #8 ounces processed cheese food (eg. Velveeta) # salt and pepper to taste ,8.0,0.0395
96,Creamy Shell Soup,13196,This is a very savory and tasty soup and is best served with garlic toast. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3742759.jpg,8,440.1,10,4.0,41.8,3.0,8.3,18.3,0.189,0.0026,0.0664,0.7251000000000001,0.962,"2 cups medium seashell pasta #4 cups water #24 ounces boneless, skinless chicken meat #1 cup diced onion #¼ cup chopped celery #¼ cup minced fresh parsley #1 bay leaf #1 teaspoon salt #¼ teaspoon ground white pepper #2 potatoes, diced #4 green onions, chopped #3 cubes chicken bouillon #½ teaspoon seasoning salt #½ teaspoon poultry seasoning #4 cups milk #¼ cup margarine #¼ cup all-purpose flour #1 pinch ground nutmeg #3 tablespoons chopped fresh parsley ",5.4,0.0663
97,Green Bean Soup,13197,This is my grandmother's recipe. She was a Transylvanian Saxon! This is a great soup and worth the experiment! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1118021.jpg,6,195.8,36,4.2,17.6,5.7,3.0,12.5,0.11320000000000001,0.0022,0.048299999999999996,0.4497,0.1107,"2 pounds fresh green beans #1 clove garlic, minced #1 sprig fresh parsley #1 pinch salt #2 slices bacon #3 tablespoons all-purpose flour #1 onion, chopped #1 cup sour cream #3 tablespoons vinegar ",6.5,0.0232
98,Sauerkraut And Potato Soup,13198,A beefy sauerkraut soup with savory seasonings. Das is Gut! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5632460.jpg,4,572.3,1,4.8,38.6,5.7,4.7,32.7,0.0562,0.0047,0.08020000000000001,1.3205,0.4018,"1 pound beef stew meat, diced into 1 inch pieces #1 onion, chopped #3 tablespoons vegetable oil #1 ½ cups beer #¾ cup water #¼ cup tomato paste #1 tablespoon paprika #¼ teaspoon salt #¼ teaspoon caraway seed #¼ teaspoon ground black pepper #3 potatoes, cubed #1 ounce sauerkraut #2 tablespoons chopped fresh dill weed #2 tablespoons chopped fresh parsley ",10.3,0.076
99,Wonton Soup,13199,"A simple, light 'Chinese dumpling' classic ...whether in soup or fried, wontons will always bring you that mysteriously delicious taste of the Far East ...! Garnish with fresh scallions. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9387254.jpg,8,144.7,286,4.6,15.3,0.5,1.0,4.2,0.0224,0.0013,0.0148,0.1461,0.5888,"½ pound boneless pork loin, coarsely chopped #2 ounces peeled shrimp, finely chopped #1 teaspoon brown sugar #1 tablespoon Chinese rice wine #1 tablespoon light soy sauce #1 teaspoon finely chopped green onion #1 teaspoon chopped fresh ginger root #24 (3.5 inch square) wonton wrappers #3 cups chicken stock #⅛ cup finely chopped green onion ",1.3,0.0325
