,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,sugars,calcium,magnesium,potassium,sodium,ingredients,dietary fiber,fat,saturated fat,cholesterol,iron
88,Mock Pate de Foie Gras,24189,Spread this rich liver sausage appetizer on crackers. The eye pleasing presentation is certain to impress. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1000417.jpg,24,111.4,5,4.6,1.8,0.4,0.0144,0.01,0.0681,0.1477,"1 ½ cups pecan halves or pieces #1 (8 ounce) package cream cheese, softened #8 ounces braunschweiger liver sausage #2 tablespoons minced onion #1 ½ tablespoons Worcestershire sauce #1 tablespoon fresh lemon juice ",0.7,10.8,3.3,0.0273,0.0014
89,Bacon Cheddar Spread,24190,"This cheesy bacon spread is great on buttery, round crackers! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1001155.jpg,24,121.6,18,4.2,1.6,1.4,0.0687,0.0040999999999999995,0.0341,0.239,10 slices bacon #2 cups shredded Cheddar cheese #1 tablespoon grated onion #1 cup creamy salad dressing ,0.0,11.0,4.1,0.0212,0.0001
90,Hot Mexican Spinach Dip,24191,"Take your taste buds on a wild joyride to old Mexico with this hot, creamy dip. Spinach, salsa and Monterey Jack cheese are blended in a harmonious flamenco of flavors that's great with tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2379445.jpg,56,40,424,4.6,1.4,0.8,0.054700000000000006,0.0075,0.0633,0.0998,"1 (16 ounce) jar salsa #1 (10 ounce) package frozen chopped spinach, thawed and drained #2 cups shredded Monterey Jack cheese #1 (8 ounce) package cream cheese, diced and softened #1 cup evaporated milk #1 (2.25 ounce) can chopped black olives, drained #1 tablespoon red wine vinegar # salt and pepper to taste ",0.3,3.1,1.9,0.009300000000000001,0.0003
91,Pineapple Cranberry Relish,24192,A friend gave me this recipe. It is very flavorful. Great for Thanksgiving or Christmas. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F264798.jpg,10,199.9,37,4.7,42.9,30.0,0.0136,0.0171,0.09409999999999999,0.019899999999999998,"1 (20 ounce) can crushed pineapple, drained #2 (16 ounce) cans whole cranberry sauce #½ cup chopped walnuts #1 (16 ounce) package frozen strawberries, thawed and drained ",2.1,3.9,0.4,0.0,0.0003
92,Margarita Chicken II,24193,"Lime zest, lime juice, gold tequila and honey flavor the sauce for this dish. This is similar to the recipe from a well-known restaurant chain. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2157120.jpg,4,552.1,80,4.1,58.4,10.9,0.1293,0.071,0.7755,0.7926,"½ teaspoon lime zest #¼ cup lime juice #2 tablespoons gold tequila #2 tablespoons honey #1 tablespoon vegetable oil #2 teaspoons cornstarch #¼ teaspoon garlic salt #¼ teaspoon ground black pepper #4 skinless, boneless chicken breast halves #4 (10 inch) flour tortillas, warmed #1 tomato, cut into 8 wedges #1 avocado - pitted, peeled, and cubed #1 lime, cut into 8 wedges ",6.7,18.7,3.5,0.0684,0.0040999999999999995
93,Margarita Chicken I,24194,A tangy tasty treat everyone will love. You will not be able to get enough and will be surprised at how easy it is. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F12587.jpg,4,634,17,3.1,34.2,30.1,0.022,0.039200000000000006,0.38630000000000003,0.08929999999999999,"4 cups prepared margarita cocktail #2 tablespoons lemon juice #2 tablespoons lime juice #1 tablespoon garlic powder #4 skinless, boneless chicken breast halves ",0.4,1.7,0.4,0.0684,0.0011
94,Pumpkin Swirled Cheese Cake,24195,A wonderful pumpkin-swirled cheesecake with a distinct shortbread crust. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5938103.jpg,8,507.6,33,4.6,58.1,34.7,0.0682,0.0197,0.2344,0.45389999999999997,"1 ½ cups crushed shortbread cookies #3 tablespoons melted butter #3 tablespoons unbleached all-purpose flour #¾ cup white sugar #¼ cup brown sugar #3 tablespoons unbleached all-purpose flour #1 (8 ounce) package cream cheese, softened #1 (3 ounce) package cream cheese, softened #1 tablespoon vanilla extract #1 teaspoon ground cinnamon #¼ teaspoon ground nutmeg #¼ teaspoon ground ginger #3 eggs #1 (15 ounce) can pumpkin puree #1 tablespoon milk ",1.9,28.1,13.7,0.12969999999999998,0.0036
95,Pumpkin Layer Cheesecake,24196,This cheesecake makes a dramatic presentation with its two layers of white and pumpkin. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4015685.jpg,8,398.1,111,4.8,32.6,23.3,0.0628,0.0134,0.1398,0.3702,"2 (8 ounce) packages cream cheese, softened #½ cup white sugar #½ teaspoon vanilla extract #2 eggs #½ cup pumpkin puree #½ teaspoon ground cinnamon #⅛ teaspoon ground cloves #⅛ teaspoon ground nutmeg #1 (9 inch) prepared graham cracker crust ",0.9,27.4,14.1,0.10809999999999999,0.0017
96,The Big Apple Pie,24197,My daughter used this recipe to submit a pie in the baked goods department of our local county fair. She not only received a blue ribbon for this pie she also won the all around grand champion at the fair. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F250715.jpg,8,414.1,14,4.1,69.0,39.4,0.0225,0.0148,0.1889,0.25,"2 cups all-purpose flour #½ teaspoon salt #½ cup butter #½ cup ice water #8 Granny Smith apples - peeled, cored and sliced #1 cup white sugar #1 tablespoon all-purpose flour #1 ½ teaspoons ground cinnamon #2 tablespoons butter ",4.4,14.9,9.2,0.0381,0.0017
97,Pumpkin Toffee Pie,24198,Easy and delicious alternative to plain pumpkin pie. The toffee adds just the right amount of sweetness. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1051178.jpg,8,503.6,10,4.4,68.9,42.0,0.0814,0.0237,0.2263,0.4016,1 (9 inch) unbaked pie crust #¾ cup toffee baking bits #1 (15 ounce) can pumpkin puree #½ cup white sugar #1 cup light brown sugar #1 ½ teaspoons ground cinnamon #1 teaspoon ground ginger #½ teaspoon ground nutmeg #1 teaspoon vanilla extract #1 pinch salt #½ cup milk #½ cup heavy cream #3 eggs ,2.7,23.6,10.8,0.1097,0.002
98,Raisin Amber Pie,24199,A rich buttermilk custard with raisins topped with meringue. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5844891.jpg,8,332.3,4,4.2,54.6,38.8,0.0648,0.015,0.2434,0.4703,4 egg yolks #1 cup white sugar #1 tablespoon all-purpose flour #1 teaspoon ground cinnamon #1 teaspoon ground allspice #1 teaspoon salt #1 cup buttermilk #1 tablespoon melted butter #1 cup raisins #1 (9 inch) unbaked pie crust #2 egg whites ,1.8,11.5,3.8,0.1075,0.0014
